user,item
2257,16619
228,50
1073,6789
5249,14985
2918,6634
859,16386
1978,7395
4766,6360
2321,3914
2792,2231
2836,7689
438,1668
3070,16132
2669,9361
213,5988
654,13750
611,3154
3472,33
697,598
4906,12472
344,8490
4379,2900
1754,16705
876,5281
1115,4795
3278,4533
5124,8869
956,7252
4259,5331
1667,15413
3242,787
4714,3188
1332,1834
4313,3829
4334,15363
4233,10486
4025,2378
9,6620
2494,4367
39,5627
1257,13660
4131,16285
4103,2521
2255,1875
1449,4763
1793,6670
4254,5676
3895,8002
4560,3037
3364,8722
3624,8629
519,189
3742,7568
1903,7545
55,12527
2140,1316
2605,13754
4327,4269
2421,7718
3830,1142
2572,7336
1686,6277
1950,1544
341,15905
356,6611
3351,2045
1238,2933
2962,894
5037,16253
778,12989
5424,7688
5455,6816
4013,1459
4964,3569
4728,5077
3370,6900
49,5494
1318,1642
409,6477
136,6446
1443,6332
2092,13769
3449,1009
2337,4281
217,7599
3495,14855
4731,10530
5330,9999
943,378
2055,11555
3737,16437
3265,11086
5157,1331
4487,12132
4412,15959
1860,10347
4336,3591
3256,3882
3448,3307
1790,12638
833,668
4361,13113
2084,10886
5154,7424
3557,11
4742,13747
1915,13040
5469,3152
1384,926
1030,14763
4470,6152
469,14033
4943,8642
1289,1098
3149,7509
1049,9813
1596,8130
1370,192
2178,10184
914,2959
4088,5687
1168,8917
4378,1452
388,1942
2836,15321
2724,3805
5379,2936
2554,15534
221,252
1158,6727
5046,4125
20,5628
4962,2543
3671,10036
5219,11425
3740,13563
3646,1005
2110,3634
5203,14253
538,5310
1956,7819
3734,795
406,335
2235,11540
1421,15796
539,4007
345,16248
3523,9005
2141,12784
2062,16339
3265,10236
4524,792
326,1673
4568,1067
2671,12563
200,13663
2823,3028
787,12781
3862,16259
4198,15314
443,11098
2242,9292
795,1491
591,10420
977,250
5545,10444
5160,12829
467,9145
1251,910
4751,12678
5029,14642
3550,9188
3729,5363
2506,6792
1807,2132
1558,15880
4013,3372
4680,5843
5366,15618
3070,15837
4610,14043
500,28
5208,3445
3729,382
3195,15358
51,5249
2385,15071
2797,5680
3240,2711
4777,8531
1921,15397
1813,12721
1592,2678
1485,1518
1041,15783
866,1422
4383,1928
1043,3253
200,13687
2356,2798
495,2227
2741,14253
315,16523
3187,16947
1655,9210
1861,15040
3663,6090
279,7672
3185,1009
4101,5045
4407,9903
4278,1358
2750,1767
3847,7387
825,13784
4644,7763
2718,8050
4022,628
4707,6544
5469,8161
2859,477
190,4531
1706,4408
3665,13765
5304,13053
4041,294
1054,15476
5373,10346
3518,7019
3216,9177
3045,10117
3584,13695
2021,1525
4503,5960
2778,8511
1821,13648
4851,7578
1480,10117
5129,11364
3101,2046
3752,13239
4720,3343
1126,8869
1328,7367
1753,8158
2542,1082
5354,5718
1353,2202
4343,830
2403,10746
20,5878
4202,4628
4025,3661
4680,477
3163,8665
4881,7592
5066,2794
2267,1987
3659,5855
89,1401
1241,158
3294,3250
2188,13750
3779,4507
143,16045
4112,4774
657,9833
2642,5180
2586,6870
3549,10702
1910,12698
3019,11089
4861,3278
2024,6802
547,839
2939,14
2830,718
3366,6150
4259,6885
5297,4163
1762,16292
3029,5245
3924,778
1079,16081
2407,1900
1833,1770
5082,2184
374,9291
2406,6916
1692,11354
3395,27
3027,3561
2499,13135
1578,3051
1780,4327
2132,10091
579,917
4339,14607
830,12436
5244,248
2637,11107
784,13648
2016,9511
3958,8731
3893,13779
2096,161
4894,10102
2235,13390
5117,514
102,12877
5479,16573
848,1908
4025,3808
4262,6946
4133,11567
2025,13787
1403,1709
5295,8601
2962,9808
4443,15627
4931,80
4036,2838
3258,8670
725,4320
2003,12179
4231,9532
3228,10128
610,14240
1076,12047
4505,7549
4858,14943
82,6405
81,10686
1587,921
5001,350
3994,8798
1036,2055
5427,3981
5520,5336
1154,12316
57,15677
55,14641
1765,8034
4297,7879
557,225
2220,13394
4680,447
3518,431
5511,5109
4237,8034
178,4686
1040,120
2763,3775
3682,17
3783,4002
1912,12989
2098,4673
1089,13028
349,6675
3570,9447
1903,2373
93,6381
1877,1563
795,3879
3773,7034
3694,13426
5534,15197
4282,11065
599,14068
447,11630
2836,14365
1962,14268
3911,1164
1449,2731
3409,12833
1306,16088
2635,12166
3680,1791
3163,5610
1654,6087
2857,6383
4770,1794
163,3132
2026,8676
390,1750
3258,15712
3431,11328
3501,12297
1878,15741
5342,1142
5023,13969
3011,1232
4508,11561
4291,1957
4040,11326
4739,767
4262,378
5343,1926
178,5813
2088,1152
1763,10995
1684,14737
1047,10065
5496,13634
4127,14987
4532,5073
739,4227
4258,14240
3557,14699
2702,7041
4368,8511
1648,2177
5320,2938
2818,2843
187,13528
4973,4043
4924,15739
876,8461
4145,1167
165,13191
2855,1187
968,14519
4063,12375
1444,14071
2624,1763
204,16346
2960,1147
5520,6429
283,2077
4909,3495
5453,4472
3575,9252
2432,14341
4636,5510
1088,14716
447,12289
1024,9228
2369,16345
2947,13013
5103,14500
1144,16081
3744,15471
919,777
3285,3188
3537,15304
1263,12775
2900,5840
2066,983
1636,15979
5017,8207
1504,6430
5511,1152
2698,4537
3480,12011
2997,2586
2879,6558
180,1244
2229,26
4572,11607
3797,9162
5348,6896
1510,1525
4397,1177
1754,5503
1431,7637
4245,11567
1012,9808
2815,1540
2015,7917
2265,628
436,7975
4927,16497
544,6258
4127,12602
4036,2010
2269,14921
326,11577
4129,4925
1853,7497
3961,12669
4080,13334
911,16763
3369,11371
1403,14216
21,5659
1825,9831
4048,8314
4431,3089
999,1860
5436,11888
1705,6383
1121,5826
2076,4030
2110,2708
2795,882
4096,10962
4647,6743
140,16288
1855,1703
24,14790
2096,1567
5403,10419
4927,7488
4104,15932
993,1570
4728,936
4996,767
394,6115
4096,2350
63,1903
4363,369
333,4588
723,4509
4037,6204
4425,10093
5188,9504
1183,1702
977,5591
3278,7441
1850,6289
1570,2233
4909,3143
2484,14988
5518,7480
2112,3086
24,15348
4100,385
2497,1181
2808,157
959,666
3367,4493
4654,11812
3369,3417
642,16435
3537,15358
993,1639
112,6526
2166,773
1936,6540
135,3326
2229,338
5534,9330
4562,10886
3005,15272
1923,10416
169,6292
2692,3808
4491,4322
4534,2727
4156,16485
5104,15110
5301,1343
5094,13553
3320,10671
1403,7094
1805,4451
3422,1962
4816,11990
4639,9566
2406,6346
5010,16914
1264,5259
5197,5944
3921,5646
2343,12048
2559,12416
661,3234
3912,7151
541,161
4655,15756
4227,15176
3328,7940
959,16415
128,15114
5310,7257
3418,6337
5003,4045
3008,3442
1811,9612
383,13883
3738,11205
1336,13518
3669,9164
781,2691
1567,4991
2610,658
4219,634
2420,11415
611,13827
3151,14699
1634,839
2029,15234
3614,10236
4726,47
2420,476
3680,13685
1836,13979
3357,7156
4998,6855
3400,317
2214,13693
2190,400
3163,15774
2978,1456
4407,4308
4655,14800
3288,10425
4303,7096
4296,2388
3470,2140
1564,2691
3259,2355
4949,16269
433,4684
5407,7672
1403,1681
4131,16547
4345,5749
4236,15358
2295,552
217,5900
3525,6599
876,15744
5238,8463
1480,6492
4523,6648
968,13320
4649,7255
2112,15698
2670,11414
625,1145
1579,703
5124,14709
5289,7619
2521,765
3885,6294
3134,1944
1253,4585
1667,12197
2589,8567
4350,6952
3054,10106
443,5245
1962,14755
3680,13699
3330,4317
3559,16974
4157,1015
4924,3175
4742,13639
2473,7545
1639,1114
4766,3647
5427,13105
214,957
1722,2284
4922,2256
2421,4552
3479,2540
2853,16198
4920,6027
3574,8771
5091,2908
3214,2876
4731,2781
2623,10055
2049,6143
3928,13666
1036,1090
4471,5292
4924,885
1689,1081
2156,12486
4562,9392
2239,10780
3050,1096
3092,13333
4111,13717
3552,709
5356,16415
5215,1945
5166,15558
5207,4533
3317,2388
4582,13652
4813,4247
2421,7029
3112,16743
2205,11661
2312,11650
3562,9103
4642,2918
4791,7876
1903,918
796,6925
1024,5600
5266,16817
996,6357
4423,755
1244,3065
3606,12619
3693,9187
4729,10251
4360,1283
4863,8184
4397,13411
90,10619
3921,2872
291,3892
3393,4202
2229,4925
4068,12850
2046,14699
1609,7862
5144,13961
1070,13178
2922,15230
1996,8885
500,15113
5254,13771
3288,10931
1806,15531
5427,2373
2255,9266
4672,213
1740,384
51,10032
3651,15032
2161,4039
744,15237
5016,4020
1863,1405
5148,10778
5514,205
3642,11382
745,11097
1242,1696
324,7303
345,16318
2967,10738
2831,14914
3928,13779
3576,477
5295,10152
4761,1974
1079,10530
782,1082
3359,4983
4302,15369
3083,14526
4171,15
4468,15523
4807,9175
126,3899
4016,988
5232,2661
1333,5792
1646,2364
1951,4052
2755,12544
2073,5190
5238,6429
2823,8250
4367,5183
2774,9436
3098,4080
5186,921
4665,9007
4644,1418
464,4134
2682,10938
1831,4197
46,4046
3644,8326
2240,8830
5528,1798
4583,15760
2548,3200
3981,8294
3063,13236
739,8521
383,11156
38,13534
4718,7439
3791,3323
4881,10728
770,13874
5254,13768
762,4184
1234,5300
1583,8014
2810,12924
1390,6291
4609,14002
2519,5265
2129,2325
2523,3757
4266,4693
3027,2946
4802,4301
3576,3575
2159,9185
2157,13202
5282,10004
626,15699
3884,10415
2681,13775
1359,10255
1323,10442
3012,840
4620,15043
5178,7458
3862,16049
1602,3385
1448,1649
3537,16930
2559,15443
4965,2175
3928,13720
1431,10645
4006,2482
4574,7452
1433,6196
2487,14450
1496,1709
4499,1981
2190,15163
4721,16437
5075,3487
1080,14127
264,4020
5082,9719
2737,1525
598,9413
4133,4774
2964,16045
1241,8194
3293,1931
757,10423
3218,2926
333,5485
1024,5350
5427,7084
5256,15513
577,120
66,5750
2621,16780
3501,3808
723,9963
2324,13776
2978,11678
1581,1716
3250,8874
4881,14263
2365,10746
2876,1538
3269,4984
4002,13886
2511,7166
2152,8838
5158,11576
1878,15704
1728,12861
3549,4110
4904,14477
4742,13657
853,16155
4590,7545
4479,2372
3784,4
4664,12272
2439,217
3982,9507
4514,8836
3499,5050
3447,3154
4702,1955
248,289
2194,17
4099,503
5312,2266
3351,1903
2133,1556
136,3431
3342,5212
1424,10363
3948,11186
2696,4590
2110,11288
4418,2768
3882,6345
4619,3083
3312,7940
1505,9062
5369,12508
3338,5481
4357,3469
4911,14757
3069,12330
574,3739
4660,15085
1758,9718
5436,8392
4931,8425
1746,7589
2258,4315
381,6345
1587,5431
4631,9959
2922,1741
4999,1879
4636,5476
3369,8750
2110,13210
4333,16103
3039,9973
5336,13055
5295,3852
2321,7465
4397,5387
3054,85
4570,4392
2403,14845
4705,1409
2902,2457
4962,8496
5394,1575
3359,1861
4367,16885
3676,10526
5293,1597
3015,12193
403,13938
4924,8479
3045,3023
4663,13584
2178,9118
4396,13561
2920,4279
5427,7534
5137,5406
2053,13938
4674,12649
5269,7492
2119,3715
2741,12146
4791,8603
354,5002
5514,7587
1882,1439
3623,14006
3945,956
2603,1954
1036,5278
3329,15711
3860,13703
3054,5089
364,23
383,10627
5408,12556
5323,13479
5084,2191
574,3756
980,14605
3731,2717
4976,5134
1652,6917
771,11100
1715,14988
2073,537
1078,10959
3217,12013
3250,1544
3342,2745
257,4613
3324,1574
2327,14553
961,4307
861,2861
53,5913
354,5012
1152,286
4592,14942
1530,1500
4414,4912
5312,5516
4117,2164
557,6541
4632,15129
4771,10653
4035,14100
1968,2216
1220,15492
3607,3739
3983,294
3178,12361
174,7111
5333,10429
4540,8891
1030,15006
2681,13662
878,6848
4423,1928
1497,1219
1662,5872
2724,5579
5128,2691
873,5165
4423,28
3598,12614
4,5758
495,9652
5234,1042
3498,7268
3665,13712
1242,6359
5,8034
2724,12533
4325,10183
4464,2014
1604,3235
860,13815
3647,4886
198,3591
3185,6377
866,2672
1844,1110
1397,7921
333,7778
3694,8705
1332,9660
403,15075
5222,16600
1903,10643
272,16723
512,10398
4180,5367
2818,3253
132,16869
5536,8020
3966,8971
2241,8523
4318,13667
4490,3551
3070,16712
3965,1126
1528,2359
2034,1788
3232,993
22,1358
1382,5457
577,3930
2220,439
5277,16
2853,13243
5208,703
991,11809
759,7241
4262,4746
4947,3011
3751,2652
1637,3295
2133,14911
1358,95
5020,47
3019,1538
2431,3896
3474,13121
1689,10197
4120,4821
328,1616
5177,7271
3256,3077
1643,15878
4483,8906
2232,7922
843,14941
3294,3989
4423,4354
3484,1006
4641,8227
2866,4187
66,758
1618,4179
1043,9197
3844,1518
1230,11195
4111,13664
187,15075
3426,2237
3276,2768
2717,1047
4735,4960
1046,69
3761,16632
5341,98
4469,7387
3823,1197
3482,14190
5485,10891
5106,3611
826,2210
4158,11303
977,10938
563,6899
991,6737
3680,13763
5445,16004
1863,7410
2443,13757
2266,113
3451,2323
3054,14
1972,14768
3293,4454
4973,374
4026,6393
130,13932
4640,10750
3613,848
5362,1104
3317,2006
4646,6183
697,6953
2775,10236
2726,7015
1249,1854
2533,13793
366,4995
251,12330
1763,4794
1771,226
4549,3885
118,11881
1259,11482
5342,10944
1762,15859
3151,14174
4938,4006
4801,13135
2015,13891
4345,7153
4799,2411
745,10031
5502,7545
1834,6727
4416,3987
3890,8142
413,5719
2603,1145
4178,2389
4555,10304
4562,12331
503,11041
2365,6995
251,4181
4234,3802
1986,10940
1880,1471
3755,9442
4996,14715
1823,7270
4975,13610
1241,1876
1907,10785
1542,15323
5443,10904
526,2177
1411,16045
2742,9140
1636,15705
2511,3658
2299,5564
4122,5499
4786,3671
3063,6235
1976,15584
2035,14728
4673,2735
2589,3783
4728,5285
1594,6063
2141,9137
5453,4033
1814,1619
2769,2715
4819,6477
511,4281
4809,4057
2160,791
2949,29
1107,13651
4622,1967
2627,3667
2778,5657
4936,1282
314,13481
1149,11200
839,3635
5177,4985
1169,485
4735,1651
1752,3825
3505,9968
209,8426
3669,10663
1302,8560
3838,144
3543,9509
5271,14
2586,6384
2085,4503
1684,14881
5419,13818
5116,3560
723,4613
3646,8386
3276,5664
3868,13632
1705,1572
1284,2350
4718,134
64,15703
1728,13292
3884,8217
1089,15972
4826,2057
3283,6031
1951,5815
2111,13527
598,16558
5455,3569
993,1629
2506,7940
4592,10866
270,9621
4368,2359
682,8278
4685,15828
85,4686
2291,1240
3752,12593
2832,12971
1186,10205
1926,5058
3831,5722
3430,630
1749,15521
4659,15983
1555,1154
130,866
3148,8960
3398,13133
1012,13942
1025,13712
74,16634
597,7021
1922,15234
1022,9224
1203,13704
5453,8680
231,7112
4684,13911
4731,1573
3795,5422
781,5667
2088,4353
2271,15294
1823,10062
2050,11374
4756,1971
3063,14422
403,4329
4465,10778
5407,11567
2062,4872
2385,15536
4237,9481
4523,2268
1043,2668
3287,4242
2429,9411
133,3668
5194,1558
2916,4181
1369,4621
8,6979
4547,12823
2552,9426
4163,16289
1084,11567
2953,3981
4526,2909
990,16728
5074,5905
212,3495
3176,7662
5538,2808
4645,8966
3784,4149
1478,412
70,884
28,7658
2366,670
876,15223
4881,14868
1025,13706
2112,13561
5374,1414
1030,14407
3761,10742
2690,13061
1636,16647
534,9490
4096,12181
431,4247
1636,12383
4828,11386
4304,3435
4566,6613
3760,711
4343,5144
1308,13900
2329,12374
4689,1185
2324,13709
2858,9317
4035,866
3391,16532
5374,553
1891,13683
403,15326
5170,1177
1441,12410
3294,259
263,11606
808,5916
3426,293
368,15316
1075,10864
4611,15892
5078,1183
4299,2461
3285,7669
4261,432
1605,8440
2405,4060
5209,2078
1493,16381
1213,13663
3932,5842
129,3118
1043,4248
2030,8645
4627,9050
3317,3917
4291,10627
2257,14276
4649,16330
3783,13562
1850,10346
2867,13701
5219,11428
5323,12838
2081,2867
1461,14687
1201,10148
791,2393
169,1856
935,10946
1202,9890
1597,477
5368,9252
5454,6040
2121,189
4455,2788
3231,14006
4312,840
436,1754
4350,482
5323,10863
1497,2958
5249,16528
843,14679
4758,13635
408,13561
2387,13932
1136,14703
5252,8968
1838,12526
694,12383
324,6275
3452,2332
4830,16042
4282,1067
2842,14
1644,1856
693,11205
211,6879
1427,2319
4074,11741
4394,12374
2145,1673
237,16007
4180,3196
4393,14807
2197,6970
2291,1685
4770,4885
557,10962
1634,5012
3680,13768
165,4648
4817,756
2290,4140
4211,10221
126,8191
4851,8735
648,15990
2232,191
820,13958
46,15867
4748,9354
2133,3812
4545,12993
891,9967
5508,4344
1758,10025
2784,10061
5068,4084
2344,16206
2078,12228
3312,7129
2108,13883
4192,3807
4549,4437
1047,2166
158,8741
991,15011
66,740
3001,6390
4686,8160
4700,5807
4965,3581
1318,9981
4455,10893
742,8952
3639,477
4104,15562
4858,5784
2074,3493
4823,1925
44,477
5163,4478
3502,10215
4684,870
853,11956
1112,16141
1754,9609
3677,11714
1024,2144
890,7680
2157,1165
1007,7945
4259,5620
2088,6384
481,11812
15,15113
3280,16479
5007,11232
2046,1634
985,1466
2956,10593
911,16716
3323,1459
3293,1700
4490,176
108,792
3771,2257
5004,11938
3391,26
1888,3236
2589,4300
5242,755
1676,13786
1400,2979
5470,1910
4589,13717
1813,16890
2129,1117
2081,628
407,5685
1122,3851
1956,11661
299,13934
2759,15334
4482,1917
5485,1692
1406,16045
97,7270
4829,4765
1389,9699
68,5666
4223,15022
182,11094
3335,4868
3155,11525
2269,2418
2863,13238
2671,189
3157,7332
1670,9317
1936,13399
154,746
1440,2731
1004,8556
5415,1141
1677,8513
2312,14261
1923,10555
5187,5345
